reviewId,content,score
20afe54e-e4f2-48c3-9197-f85f51134e11,Nice,5
07a68e63-d80d-4ea1-8673-d012388d0107,Om prakash,5
0b325ec8-c05f-4a7d-9376-12eebdbe73eb,Nice,2
2d716f64-d7e9-4d80-8a1e-93ed01da7e9a,Good,5
33a83397-395f-4ba6-a60b-acdf6e97f63f,Good,5
d1a1a9ff-dee6-4911-b8c2-417d11c7bb51,Unlimited harvesting of information. Read the terms and conditions before using this app.,1
3e43e054-cc19-41c9-8794-01dc5af165a4,Can't download it and the quality is gross,1
0e5ceb23-c6e9-4e9c-b2c3-d952142f8f8d,10/10,5
029ba536-5f5d-4141-9083-6005677db4f3,Good app,5
af43638f-8b67-4b15-b601-855c09b3a73b,Viral video nah I horahi,1
ad426ce7-e143-4a97-90a0-ae3fb38b75c9,Sala vairal hoy,5
63907e36-7460-46d5-8b9a-9fabde7281f7,Tik tok,5
70ebf420-57a2-4732-9664-15433deaf86a,I LOVE TIKTOK VIDEO.PLEASE MY ALL VIDEO PORYOU PLEASE.,5
7e56be37-e646-4679-a1f6-89c3c0a24d5c,Wow,5
3a43ae17-9f68-45e5-8c23-4fbd5d28ed23,টিকটক কোম্পানির কাছে সকল আবেদন আমার একটি ভিডিও ভাইরাল করার জন্য স্বাগতম আপনি যদি আমার ভিডিও ফড়িতে নেন আপনি কে কি করব আমি তা জানি না আপনাকে টাকা দেব,5
5ee2bbb8-7258-4f30-84f9-9ac562c1767b,Very good,5
84704c98-ff50-422e-85e2-75e295d2d2b0,Nice,5
39105898-8641-43b9-9774-b068ecf56d50,Good 😊,5
1fcda6c4-64d2-49d4-834f-88c03062064d,Op,5
148500ab-c68c-45d2-a61f-8e5bdc491092,It is fun,3
c8e8f5ed-2a59-4b8b-a2e4-b5c03f2e3c75,Intrusive app,1
2cb4dfad-e4fb-4861-84c6-beba0602819b,Worst experience always lagging and I can't record a normal video my phone is a13 galaxy and when I post some videos stuck in 500 or 200 views for no reason.,1
fbbb2114-eb93-4021-b672-d59db0686cae,"When I try to report a minor for showing nudity or pervs it won't let me but I get violations for cussing, clearly this app is owned by perverted old white guys and needs banned and taken down",1
c1bc0935-e076-4059-8c44-e83ce4834045,Good,5
d5ecd7a5-0473-4a4c-9d95-780067def7ef,"Llevo 1 mes con shadowban y baneada de seguir gente pero tiktok no me mandó siquiera aviso de por qué, ya informé el problema hace 3 semanas y ni siquiera me han contestado, no me dan una explicación, no me dicen cuanto va a durar el ban o si de plano tengo que olvidarme de esa cuenta porque así no me sirve para seguir creciendo. Necesito una respuesta para ver cuál fue la infracción y cuánto va a durar.",4
2b449237-5158-4469-9b0b-ead40df9e791,SO GOOD,5
58fa23d9-d292-4700-b078-f96cd431a780,I very happy to use my new account,4
b1105696-7ea3-4ba7-8b53-35c357bf5546,So far it's the best app am using...,5
7c4148b8-871f-4f97-bc87-6ffe84ffaeca,Nice,5
c8c4fc54-c6c9-4205-b795-bcfb032fb494,Support me tiktok,5
a09adeac-5350-48ba-8210-a51e5510944a,This is a very good app.I love it,3
f4732104-deec-4a27-ae08-4f634b8f072b,TikTok is dangerous for KiD,3
6a8fba0c-3c31-46b8-8d17-6dbe56df6cfd,جميل جدا,5
6fada707-a2ef-43df-9550-bdce010d0f16,Bad,1
3741b8a5-ec60-41bc-8254-287437da015e,nice,4
93b88ee3-5efc-4ae7-9ea0-7d3680465c05,Sana 😬,5
93e8db25-1889-441d-8e48-b77997ca558a,It's cool,5
0d1f496e-2bbd-4dd1-8a4e-05511f900153,Ikra fima Samma Gamul,5
2384977e-5c70-485b-88af-46b49695b4d1,Super,5
0a5c9f94-cbe8-43ad-8b9b-ebd397600ed4,Is a good application....I setiferous...,5
c3269506-cc5b-490f-8acf-01cba407ecb9,Tiktok kindly unfreeze my account,4
aadbea6b-01f4-4b2c-be70-e8456514e1d9,TikTok is best for making good and amazing vedio,5
2f453ddb-eca7-4798-91aa-bf4616907c9c,There's nothing better than this app for social media. Wide variety of people and tropics. Excellent sound and video quality too. 👌,5
54d2129a-1dd9-413a-b21f-774171e96a3c,my experience is so good because of this app i am very thank full to your app tiktok becouse my business be increased because of tiktok thank you tiktok,5
1728f53e-7dd9-4f8d-ad20-3586fe8bb47c,Having trouble down loading it,3
83325606-d625-4487-b3cc-f675f18ecc36,"Why, WHY does Android always have updates later than Apple products? My TikTok is fully updated and I still don't have the text to speech voice cover. I think it's kind of stupid, why don't Android users have that?",3
46c05bb3-90eb-4454-a045-3b983b166445,Love this app so much it makes me laugh even then I'm mad or sad,5
16622d19-f12a-469c-8dbb-22472eb82530,Mera account q log out krte ho,1
b3857259-6835-4034-a740-9bf3f84ac381,Ba cand ma plictisesc stau pe tiktok,5
e0ebaf1a-d122-467d-9926-9333260c39a4,I like this ❤️👍,5
71f7f2ac-40db-4561-b815-8ed1af578b0c,👌,3
d3a22d95-f86c-40b2-b671-d57f80cfe017,AMAZING!I have no.idea,5
cc8098e6-9181-48aa-9e23-6581c6756243,Very good very nice,5
11fa5a42-9d5b-4520-9e7f-7ab75664ce02,Tik tok is best and good app,5
ff064ee0-0973-4940-a95e-e677ea3849b6,I like this Aap,5
980c4f24-5ed0-4c70-970c-b7b756c56566,Good 😊😊😊 of in situ of ko in a while and of in vitro studies of ko of ko ii an a on a regular customer,5
d568ca19-ffb7-429f-943e-e51094667fe8,Good 👍,5
4595ef79-9ddc-453a-af5f-ca28115671ec,The best entertaining educational appp❤️❤️❤️,5
d3a3aa55-7579-4cbd-bd3d-213b5615cd3c,Yduh,4
a4c5ebb4-e051-4323-9b1d-0e7f6986d890,i would like to know to get dark mode version my device i have dark mode with my ipad i would like to use on my phone?,1
987da205-967e-4d60-8010-fab452ad90d1,Dileka nethmi,5
bef9defe-76c3-484e-a37e-cfcacf971774,Its good app,3
8267f043-f038-4976-8e2a-32d373f25a36,Good,5
6b3b1ecf-9eff-4c25-8951-2682eae3af51,First time,5
069cc833-9f57-40cc-9f55-751307799a03,Five stars because whenever i join tiktok it makes my day shine an lot because these sweet people is whats makeing my day always shine,5
ed6e82af-44ca-49df-a66c-1ac7b8c58c7c,Wow.. just in love with this app ❤️,5
0794cc68-3f64-4123-ab1c-48c03e1d8721,I like love tiktok,5
780c2515-d89d-4f02-aa26-ef4b95bf3db9,It's fantastic I love tiktok 😍😍🇺🇬🇺🇬,5
4242059f-c02b-4aff-98b8-e078d427cef4,Love the app I'm going lokie here,5
21591c33-b969-419e-836c-b0284f3c749b,I love tiktok my stress reliever,5
3a08feb7-627b-46ce-8cf1-defc549269a7,This is best apps for good,1
79dde563-7e4c-4d2e-88d8-817b000b437a,Bad anyone with contact with someone works for tiktok can band accounts just bc he don't like you that's bad real bad,1
be49931a-4f7b-401e-96c3-8545093b5dd3,Kindly my account on :FOR YOU:,5
f426a78d-15ab-4c3e-8010-7bb9a8ffa8ff,Yuo,5
9ab77fcb-a685-4abc-b9b1-5edd6a8717c2,Since the last update I can not send comments in lives sometimes. This needs to be corrected asap,2
7d913229-3999-400f-b120-c9b65db31404,Have enjoyed so much in TikTok,1
94b770ef-83e8-4597-8031-69a7d4ba0c1c,😙😘💪,3
a6abb9fd-2ed3-4f33-9b78-44daea89e241,🔥🔥,5
1cc32e53-4107-4cbb-b47f-e8436e94879d,Awesome social media app,5
9f3ddb12-68fb-454d-96b3-76ac3e75ea94,Fahad ali,5
f3993c31-3227-43a0-a90f-3b75fd10f376,good app,5
54f89d6a-f6cd-42c2-821e-1b31e695e24c,Vairal for tiktok foryou,3
989d11c3-82b3-4b50-9392-e9cb0ec65bb0,It is best,5
c3012b1a-c14e-4f1b-a8ed-4fa2b8e7e366,always best platform whatever you want to see or share 😍,5
1cdc75e1-20d7-4d32-91ca-17cc152c1386,I love it,5
daddf47e-fed4-46ed-a9d0-f4fd97d17be2,Ok,5
11bbd0a7-5a91-4034-8184-36fc4a70af7c,Nice 👍👍👍👍👍👍👍🙂🙂,5
58ef510b-0f41-4918-911b-c04ffec35bdd,Super i love 💕 TikTok,5
6283c383-9dfb-449c-a692-a8bfb625666d,Xo...,5
47bd5553-9fa2-43a4-afd4-293d1e5ed6dc,Iran ma tiktok kam q nahi karta kon sa vpn use karu,1
ac2f26f3-81ab-4a57-ba82-a28f71606792,It makes everything simple,5
6a5e182b-b4b8-44d9-90ae-421c187fb2fb,This app very amazing and outstanding 👌 video📸cliper,5
79bc1a45-1c98-45f6-a28a-3a3788d73a8c,Nic,5
e49713de-2e31-4455-9396-64c5c50b1c90,king lala g khan,5
2802b39c-e0a5-4561-9ad6-4cd00c99d086,Good,2
b7ba932a-1928-47eb-85d1-9ea58577c1ed,Support plz,5
1aa3893b-9ed6-405e-afe7-0ee76e7235bb,Love it good app I enjoy content,5
7f751be5-8119-4ece-a835-911c11a842fa,It's keeps away my boredom,5
dd7071fd-0175-47b5-9625-e174c9149202,Very entertaining,5
a27b8f0e-53de-4f7a-9a02-8f48b5f105cf,Best ting ever,5
7343b88c-03e8-4b50-8e0d-ba4b48d54f95,"My tik tok is not update, i am not update my tik tok, pls povied me to update",5
4c801418-d052-4942-9bf4-420ffa3941b6,k dijgGegum 😈😂😁😀😀😀😀😀 567$-,5
efea0750-7522-4ba3-a24f-c0d9623b3e12,ٹیک ٹوک ایک بہت آچھی ایپ ہے آپکو فیمس ہونا ہے تو صرف ٹیک ٹوک ہی استمال کرے اور آچھا کونٹنٹ لیے کر آیے آپنی آواز میں ویڈیو بناے شکریہ میجھے ٹیک ٹوک پر فالو ضرور کرے Raosaqib1996یہ میرے نام کی آیڈی ہے,5
862d2db2-c102-40ea-925e-e7cef60c0a88,Nicee,5
60fd914c-f3d8-40c4-9bd3-422956d7d184,I love tik tok app🥰,5
c7028dda-ac79-46e4-b2e9-a80fbbb66f3b,I like,5
4db4d2cb-e64b-41cf-88a0-8a1e758667b0,Stop trying to force people to post! Some of us are just trying to watch and learn.,4
2e2c9beb-94bf-4651-aec4-9c283771f764,On been on this app forever I love it,5
e793d5cf-d034-434f-baaf-294cb9486a9f,Exicelent,5
1ffd2fbc-f39f-4ca7-a299-efb968e5cda4,🤡🤓🤔?,5
8ff8ec89-d345-4924-b0b1-8d787306c4ee,Asc,5
8f83402c-f35d-49b1-b5be-02c9617f051b,Good,5
182d6149-0acf-4d48-b204-242b07b9bf0c,Enjoy it,5
694c9f68-e3dd-42f1-b9a5-c52f5edf49dc,Whai,1
de4fac38-924c-4348-9509-f3bd18809f76,Op on the chat,5
3c5c73bf-eec0-48d7-8e31-5424b714505e,Tiktok plm,5
d3c2865c-c676-4f9c-957e-0243f179e1c7,Reallll,5
48b3ff3f-9c6a-4143-8545-9002b631518d,Onek sundor,5
80eeaac2-fc0e-44ea-9c6a-80895fedf343,Good,5
4178b35a-88f3-4ac9-897f-3e2c5bdd1150,Nice ap 💗,5
a7ae3d94-d431-43dc-a880-959c3a0bee7f,Tictok mri favorite app ha it's so amazing app❤️😊 .❤️ tictok muja bour ni huna deti ..is mn har kisam ki mn videos dekh skti hun sad happy romantic ye phr koi b .....dekh skti video mra kabi b koi Dil Karyn song sonnana ko tu na wo foran is app sa nikalti hun tu ma son leti hun I love tictok..I love tictok app buht achi Ha videos is ma 🦋 duniya ma koi ASA insan. Ni ju tictok ka bary ma ni jnta agr na b jnta huwa ma lazmi battao gy os ko😍 I love this app plz jldi install jldi hu jya kry app🥲,5
1eae294c-0008-4d36-96a0-436f35e9907d,🥰🥰🥰🥰🥰,5
eddaf407-135e-4652-bfbb-a9bd6c490d5d,As,3
6f090dff-f9d6-41a4-b923-e20995faf951,Good,5
c078f5b9-dba3-4751-8639-780cda792f02,"Very much enjoy tik tok, it is entertaining. Also the fact you can meet people from all over.",5
d7c75dd6-b169-4c98-b3f3-e0a6551bf244,"Addictive, The Best App I Ever Encountered.. PERIOD!!!!",5
ae5af444-54ff-49f5-a5d8-0fc1b3a63022,Like wauchin,5
e8e8ba9c-4be9-4d4b-ba25-b850891e5abb,Good apps,5
02eff161-2cfc-4493-a9c4-b7e38ac1c8f6,Great time waster,5
baad5a86-4eda-4810-949f-4d7ad6730273,Bad,1
c38fc245-8d62-446b-977a-9a69dea26c3c,Lot's of information,5
040824b1-7826-4bc8-b11b-fe79190eb9fb,I am from India update is fail,1
416ad567-8a2b-4b5e-af78-c018b78285fa,It's just good 👍,5
69d92a43-952a-4a25-a076-02402c6427b2,"Nice App TikTok v v. Good Luck app,🇧🇩 In Bangladesh",5
4bf2a63a-1c23-4234-bb48-ab0e8020f9fe,من لا يحترم الاسلام والمسلمين لانحترمه,1
d70d017e-7e25-49b5-bf69-9af02d14aa56,This is my favourite application,2
1695d906-b8fc-45bb-a4bc-01e5ac34c04a,I like this app,5
5500cfb5-6cb4-439b-99c8-a1331b2abd83,Soccer game today,4
cbdec0bb-60be-42fc-8fa0-9ae161c8d716,yay,5
22b892e4-59a8-4831-90b4-df10aa68d2b0,Viral,1
6ac5e2b2-cbd2-4012-813a-96bd2fc68578,Its awsome i love this app to show the persone who viewed your profile,5
9b3ec389-cdc2-4062-9270-cdce96fc60c0,My favorite app,5
b68d3bfb-74dc-45d5-aeff-f3dad7a2e667,Water chair,2
244c245c-cd65-4511-9250-ead858bc3bb2,So nice to TikTok apps,3
ce8ad748-5f74-4637-bbf1-ea98a7cdb537,This is the best app,5
6454ffa2-68d4-4f66-8823-4f1566d73d2a,Excellent,5
f220a446-03eb-43bd-b641-ca224f0839d0,টিকটিক কোম্পানি প্লিজ হেল্প করেন,5
67b434dc-802f-46f3-918f-f9374d67b010,It is very bad 😂,1
85fedbee-716c-4773-a166-2015f68ae163,its amazing💗💗,5
c0bfe62f-bb7d-4e7d-98f3-b4e14986e273,J return. L,1
a4eb14e0-783c-454c-9ead-89c8574e2735,Awesome,5
7f9592bc-0190-4510-a908-c804ae2db973,Nice app,5
fa8d9f87-bc61-40e5-8b06-7af5faa3b0f0,I love Tik Tok a lot bc I made sooo many online friends,5
c4a4f531-92a2-46e6-8048-616de511cf38,Please viral my video foryou thank you,1
c05411f4-fa4e-4884-82e4-38b9c67ff449,Xxx tentacion,5
dd2daf8c-4769-43c8-b047-be3fbc6060e8,I love TikTok,5
c53aa0c6-1bc8-4c26-a24f-a31bd05de752,Ad,1
5b93fb35-e6e5-468e-ad5f-9c07b20748f3,I like the apk but my accoun is shadow ban .pleas help me how to fixed.,3
2d15f4e5-1d79-4fc3-b8f7-6059ee67dee1,ChiComm psy-opps app.,1
594325ae-f848-4a9b-b43a-0e72edf37b91,Nice,5
2b1bd3ab-0654-4d1f-afb7-9f27a438fbfd,Good,5
cd922d00-0504-447f-80d6-4b20fea4ecfa,Tik tok,5
366ef09b-0fce-4cee-932f-146d3a7e73ef,Consumes alot of data per minute,4
d49b034d-05f5-4371-a7c3-e49411d49274,Please solved view Problems and promote my account Please My account ( itz.jutt.saab),5
dd47ea4c-b0bc-4bf2-9eaa-634ee159ae68,Tiktok is amazing I love it so much and I recommend,5
f30c907a-74d1-44bc-82b2-a50b11596d6e,"Sir, I have posted more best vadio on tiktok acount but no more views had come on my vadios please viral our vadios and fixed it. email adress: sk7571986 User name: Hina.. Writes",1
6d394c73-036b-4e87-bd4a-8d3baad54cbe,I love this app!!!!!!!l,5
8fa4ab9f-30a3-4720-98bb-900c0562a710,Gd,5
00578b0a-b14b-45c9-b97f-d61e4f9eab64,Support me TikTok,5
50aadf36-8ae5-4588-8b48-20e9526a6532,Nice app,5
0317dd10-ef1b-4e76-bf18-01f9b4e10d46,🌹❤️ফুলের শুকনো পাপরি❤️🌹,5
04f1f9aa-17c3-458a-8387-17432bbc33a0,My friend convinced me in getting it and he was right. It is awesome 👌,5
5c06916d-db7b-48d7-963a-a82512d40ec5,Like Thanks again and have to go back in the office tomorrow morning at work today but I'm going back Thanks again and I hopetothanks again Thanks Thanks E Thanks Thanks again jfjfnh,5
cc0bd172-a123-4d22-b7ab-1d7ddbceb76d,Fun and i gained lot of followers,1
47e51e7d-3739-449b-aa58-6da64054909b,Good,5
c84ec04a-c089-4f6f-8caa-042e46d9a5d3,Amazing,5
79acb604-e2d3-4347-81fb-9b9fb650422c,Wonderful,1
0cbbe83a-6f8b-4098-bfc0-4d976929b90d,Great fun.,5
fe011682-6012-4da6-a355-07a9b31f9b33,"It has always been a good experience for me since I joined only that my views have reduced ,account on warning I what I posted I copied them from ticktok.",5
929d53e8-d765-442c-bddc-032121663b2f,Love it,5
89f84abf-d91e-4f26-b736-2d88655b3f86,i like titok a lot you get to watch videos so cool ps tiktok is not for kids that are 8-9 and under.,5
f22c872e-6624-417e-8ed3-d318526eb6cd,Nice til tok,5
e3e8bcb1-5a64-4712-9c3e-689356c96069,I don't recommend any app that is china controlled and not to mention there steeling all of our personal data,1
79620688-155a-4acf-a8be-3f67f80dcdb3,I can't upload in HD quality I reported the issue but I didn't get a response. Please I need a solution to that,3
f2975a5b-5792-4d22-8f7b-198a7aa5a325,It's good maybe ok but it's hard creating my account with them,4
6c9cf799-c918-4881-a732-d064f26ed20a,ভাইয়া আমি গেম খেলার সময় আপনার নিজের নামে সাইট থেকে ই,5
51a044a2-a97c-4986-a56e-3d7b7493e0c6,I can not choice my favorite songs in tik tok,5
75bae5cb-bca2-478a-90e0-73822d310d43,Qas,5
f7df3675-51ca-44ac-b3b7-5bf5866039df,Nice,5
3a0d9568-a885-4e94-9ddf-f7cc8000889c,Good,5
6565328e-6d4d-470b-a809-d2908bb66b88,Good 👍,4
1c1b9c85-e2c2-487b-8452-3daf9adec644,I've had the best experience with tiktok than I ever had,5
7d3eb837-b663-49e6-9ed0-37b13b8afcae,Good,5
4f021b87-ffc3-4192-9b7c-b23d8be11634,GOOG JOB,5
694ca701-3694-4a00-a372-732bb307c7c8,I read your terms and conditions and I hope you know you guys are the worst you look at frequently used keyboard swipes wich is basically what we tpye file names and types and a whole bunch of other stuff I anit going to say because it would take forever.,1
92b37d43-0f18-4c23-8baf-a76c23e1565d,Awesome app,5
0a2c2611-4831-4ef1-a2a4-713818a0b73f,Jaajajajajjajajajajja,5
6e06c107-1403-4339-a78a-b39241d97702,Amazing,5
c2f7a752-71c6-4632-b924-b87a233f5cbc,Great,5
d458f8ec-3d65-4ec9-969b-f0112ff5e959,Nice 👍,5
9ea8e344-0e55-409a-8a7f-605b590c24eb,Love you,5
b845462d-fead-4f00-92f7-4a99da7450bf,Sapot me tik tok Music Video,1
0868abeb-b1a8-4a80-9075-12c3838e803d,Bring back the watched/unwatched search option.,1
31351778-bf63-4b37-9bbd-eebd0ca74042,Gay,3
0488449e-4621-404e-a460-a293a974341a,This app is awesome 😍😍,5
e946e224-ec75-41b4-a324-e4bd2c904b6f,😍,5
3fc1958f-e3ec-4870-b254-ae370c8d2b2d,Great app for sure,5
e9520f98-b8a3-4f3a-8523-ae1ddccc83c3,Ok,5
59be54f6-3017-43c2-9bf1-45cb565462a8,So cool,5
ddc2ecf2-6fc9-4d5a-bdcf-d6651abac437,Meh mood,4
88ee256e-7102-48cf-926b-667cfe598423,Many people folow me but dont increase my folwers on my profile😡😡😡,1
d814e743-504d-489a-a64b-1d10d5117e83,ashik414245,5
db8a3a5a-6b21-42aa-9756-766228571125,When I send messages is not going,5
3134af17-b943-47dc-a7ea-7bbc452a5ce4,Best app 👍,5
fdbe5d56-efc5-4cab-adc3-60a4d2902cdf,Yes it's enough time⌚⏰⌚🕒🕒 conference call📞📱 I want to be on for you,5
81ea0127-a4fc-41f3-bf3c-ae8ecc4be6dd,great app,5
cb2fd5d9-382e-4c66-9815-787d62719631,It is a very good app for me I love the content on there,5
e8c0a87d-89e5-42c6-832a-d0c52e409cd3,So good,5
004b2726-c527-4a20-b68d-22ee43ed36b2,Good,5
10cbbaaa-a468-4620-8f03-a9fb131d00e7,Everything you can watch right here on tiktok:)),5
9ce6c64f-b5af-4015-9c3a-70eda5e4a5c1,I really enjoy this app,5
c9f05dec-87c5-4a47-b39a-9fa616a36132,You stink,1
f5443a1d-b2ec-4f95-95a7-ad78440a207b,W app,5
6935f315-dfcb-40f2-8a5a-2bbef88b74b8,I'm never coming back to this.,1
60548efa-148e-4a8f-b8e1-670b915f282c,This is one of the amazing app... I always watch tiktok when am bored or someone offends me to make myself happy,5
92211e21-30dc-479c-b4dd-c9255c4d96a6,Aliramza,5
97aff894-2e0b-42a9-9286-f5bae36aa9b2,Sexy video Sexy video,5
4d2f03ff-ad32-4ccc-958b-8226a28e6902,Tiktok is best known for your life,4
4bbf64e9-bd27-47ad-bf76-c736a94a0150,New fan!,5
4b39e62d-6e76-45ec-8a27-affe1fdb90b0,Is an anti depressant,5
1bfe93fe-39e0-48b0-80e6-8e9f8ce3a14c,Very good app,5
7930d096-362a-43f1-a4d0-58613e8b0c02,❤,5
9e411b80-52e9-4c3f-ae04-09fa8ec3358a,Student,5
0227b4c0-72ee-4603-9917-de9f262169e3,Sajid,2
70be99e1-6c0a-4d1c-a40f-3561fee3a6ca,Excellent,5
d2d7c1a1-8346-485d-812c-164d11133825,برنامج كرنج لا تنزلوه👍,5
19027e59-2a23-4d5f-aa40-c819d5b4b127,Vary nice,5
727b74ab-edcd-45dc-8679-13a7861aded6,Love it,5
61992afe-162f-438d-93dd-ed14b1856af7,Report problem,5
780da97f-ec19-4f4a-b904-b33ecfb42608,Nice,3
ddc3236d-aedf-4754-a6b4-cd5f34293f27,Good,5
86e146a0-badc-4ed4-973e-a043be09a6ff,Good app,5
0ad33b09-7992-4abb-bfb0-db7b7ff685bd,Plz viral kardoo @itz__syco03,5
4db1db59-5c8b-49e5-9554-91d3fa8c2eb1,Dear TikTok team please unfreeze my TikTok account I request you my TikTok account name is lucifer.x7x please unfreeze my video not viral on TikTok account 🥺🥺,1
ce5af335-ffb3-4ef5-99ac-bab6a2e2955f,Love it,5
90c6a75c-2107-4e71-8f9f-2400df26c45b,Tiok,5
50353b42-44c6-467c-840e-a88d0b785863,I still am so amazed if this is all real I'll just be the happiest girl in the world so prove me wrong because I'm kind of my doubts I have still not seen it yet but everything else you guys have done is really amazing you guys are good at what you do anyway thank you let's see it happen and I'll be making you proud and I'm keeping my oath and promise that this stays between us...but I can't,5
9883b8ba-18cc-454f-a6cb-5e436db3531e,Good,5
0875e4a2-dbb0-4b87-b414-5054c9bd203c,Well first off it has w rizz second of it shows me how to get w rizz and that is all tiktok is a great platform to get w rizz but in the end it pretty much rizz you digg,5
065b5385-97c2-4b02-9bb0-2a33ef0f0066,🥰😁😁 tiktok,5
cb8f9785-4237-494c-93ad-fd4de497215d,"Ever since an update that caused display names to show usernames, made it harder to find the people you're looking for.",1
28c0ef53-688d-431c-8b8f-ef32d3c2bd9a,"I would give this app a 5 star review if it wasn't for the fact that when some new effect or voice is added, not everyone gets that right away. It's been almost two months since I've seen people use the voice filter effect and I still don't have it. This has happened before and it's annoying...",4
24fe339a-87ea-400a-a8fa-dcc041b9c17f,App favorite,5
b9b5b119-3834-4461-9f66-cd2716962b7d,Very nice,1
f27d4258-3526-42cd-a5c6-b051d9b20e60,I want music and friendship video in this app and I can't see this type video in this app,2
2ebe1108-f3bd-466f-9c48-3bf5c9ab88e8,This app would be 85% better if there wasn't a bunch of underaged girls half naked dancing to Cardi B... And PERVERTS!!! 🤷🤦,1
577a22a6-80cb-4366-925f-df99774ccaab,Its not lettingsign up its always saying something went wrong,2
bb17fade-5faf-45a8-950f-1e34d2566ff0,Great app ever I need a million followers,5
21c42335-5fa1-4c0a-b975-c6cbc33bf134,Excellent job from Tiktok Team.The best app so far,5
4752c21b-3592-41a4-8722-9a4f24784e9b,Sir my tiktok no make Vedio,5
bf830f01-52fe-4b79-ae8a-f8e8acf2ac6c,Tiktok is very important cause many of our friends expose there talents from there,5
f1359fc7-a205-4b89-a705-3f43a7dd528e,I like tiktok,5
7d3a0c45-9011-408c-b584-02a8cdbbb69d,marvelous,5
d45b2190-b6d2-45bd-9592-f9beded45566,"Don't get me wrong I love the app buy, it's kind of confusing and unfair that Apple products get the new voices on the voice effect thing before Android does.",3
bba88b42-b615-4286-8f78-5d2170124198,I like it,5
1f972233-4068-413f-bf3d-eaada1b8075b,Yar video ta for you ty jandi ni,1
d5c8dd22-f4b9-4f0c-888d-e04b37fdc25b,Hy not viral my tiktok😍 no views hy,5
8c03aa65-b11a-428f-9afe-5b66caa344ef,My acc got banned because apparently I'm underage?!?,3
7f86a919-39f9-47f6-ba74-01b586b1aa23,I have a good experience I have made friends with the creators there..💯,5
29fa8ad1-f7d9-4d3e-92fc-cd78d7ffa338,Ok,5
